ADOPT,Adoption_1,Adoption_2,Adoption_3,AFFECT,Affect_1,Affect_2,Affect_3,Affect_4,Affect_5,Affect_6,AGE,AROUSAL,Arousal_1,Arousal_2,Arousal_3,Arousal_4,Arousal_5,Arousal_6,ATTITUDE,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Browser,BrowserCode_Safari,BrowserCode_SafariIphone,BrowserVersion,Clicks_High,Clicks_Low,comm1,comm2,comm3,comm4,comm5,comm6,COMMENTBOX,COMMUNCATION,control1,control2,control3,control4,control5,CONTROL,COURSES,DOMINANCE,Dominance_1,Dominance_2,Dominance_3,Dominance_4,Dominance_5,Dominance_6,DURATION_BOOK,DURATION_SURVEY,EASE,Ease_1,Ease_2,Ease_3,Ease_4,education,efficacy1,efficacy2,efficacy3,EFFICACY,EndDate,FlashVersion,Hours_Dig,Hours_Int,Hours_Read,Income,INT_MANIP,INTLEVEL,involve1,involve2,involve3,involve4,INVOLVEMENT,IPAD,iPAD_D,IPAddress,Java,KINDLE,Kindle_D,know1,know2,Native,num_books,OperatingSystem,PERCINT,PLEASURE,Pleasure_1,Pleasure_2,Pleasure_3,Pleasure_4,Pleasure_5,Pleasure_6,PRIOR_KNOW,PU_PRINT,pup1,pup2,pup3,QualtricsID,RAttitude_1,RAttitude_2,RAttitude_3,RAttitude_4,READATTITUDE,Resolution,RISK,Risk_1,Risk_2,Risk_3,Risk_4,SEX,StartDate,StudyID,SurveyLength,SYNCH,Synchronic1,Synchronic2,Synchronic3,Synchronic4,Synchronic5,Think_Book,Think_Stud,TimeFirst_High,TimeFirst_Low,TimeLast_High,TimeLast_Low,TimeSubmit_High,TimeSubmit_Low,USEFUL,Usefulness_1,Usefulness_2,Usefulness_3,Usefulness_4,UserAgent,VIVID,Vividness_1,Vividness_2,Vividness_3,year_born,DigitalNative,INVOLVEMENT_Involvement_binned,PERCINT_Involvement_binned,READATTITUDE_Involvement_binned,RISK_Involvement_binned,INVOLVEMENT_bin,PERCINT_bin,READATTITUDE_bin,RISK_bin
6,5,6,7,3.66666666666667,3,3,4,4,2,6,21,4,3,3,4,5,4,5,6,6,6,5,7,Chrome,0,0,15.0.874.121, ,8,6,3,3,4,4,3, ,4,6,7,7,6,6,6.4,30,4.33333333333333,5,5,5,4,4,3,33.373,.1875,6.75,7,6,7,7,4,6,7,7,6.66666666666667,12/2/2011,11.1.102,3,30,10,4,3,0,2,6,4,6,4.5,0,0,67.189.240.206,1,0,0,3,4,0,4,WOW64,.714557488,6.16666666666667,6,6,6,7,5,7,3.5,4,5,4,3,R_0AgL1p9D4AL8Dn6,7,7,6,7,6.75,1600x900,1.25,1,1,1,2,1,12/2/2011,575,0:11:15,7,7,7,7,7,7,I liked the pretty pictures,it was repetitive and the similar use of words was confusing at some points, ,10.184, ,43.554, ,43.557,5.75,5,5,6,7,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",4,4,3,5,1990,1,1,2,2,1,1,2,2,1
5.33333333333333,5,5,6,4.83333333333333,6,4,5,5,5,4,23,3,6,2,3,2,3,2,5.5,5,5,6,6,Chrome,0,0,15.0.874.121, ,2,4,3,3,3,3,4, ,3.2,6,6,5,5,3,5,40,3.66666666666667,3,4,5,3,4,3,46.87,.5297222,6,6,6,6,6,4,5,3,4,4,12/1/2011,11.1.102,4,6,5,1,5,0,4,4,4,4,4,0,0,76.103.255.144,1,0,0,6,3,0,2,Intel Mac OS X 10_7_2,-.118775845333333,5,5,5,5,5,5,5,4.5,5.33333333333333,6,5,5,R_0STQOZnSlKl3vzS,6,5,5,5,5.25,1280x800,3,3,3,3,3,0,12/1/2011,491,0:31:47,6,7,5,6,6,6,It was simple but a bit rudimentary,None, ,2.106, ,48.975, ,48.976,4.75,5,4,5,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",5.33333333333333,5,5,6,1988,1,1,2,2,1,1,2,2,1
6,5,6,7,4.66666666666667,5,4,4,5,5,5,24,3.5,5,2,3,4,3,4,5.75,6,6,6,5,Firefox,0,0,8,2, ,4,2,2,5,3,4,2,3.2,6,7,6,5,6,6,54,3.16666666666667,4,3,4,3,3,2,55.434,.3686111,6.25,6,7,6,6,4,2,7,6,5,11/29/2011,11.1.102,18,30,25,3,5,1,2,5,4,3,3.5,0,0,130.49.141.72,1,0,0,2,4,0,50,rv:8.0,.075668599111111,5.16666666666667,5,5,5,6,5,5,3,6,6,6,6,R_1zb6dDWZjmwOXoU,7,7,7,7,7,1280x1024,1,1,1,1,1,0,11/29/2011,99,0:22:07,5.4,6,6,6,5,4,"It is a useful tool, and very convenient", ,8.252, ,63.683, ,63.686, ,6,6,6,6,6,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0,5,5,5,5,1987,1,1,2,2,1,1,2,2,1
7,7,7,7,5.83333333333333,6,5,6,6,6,6,21,4.33333333333333,6,5,4,4,6,1,6,6,6,6,6,Chrome,0,0,15.0.874.121, ,2,4,4,3,6,2,7, ,3.8,7,6,3,4,6,5.2,30,5.33333333333333,5,6,6,6,4,5,55.445,.25361112,5.75,6,6,5,6,3,7,7,7,7,12/1/2011,11.1.102,15,60,40,2,6,0,4,6,3,5,4.5,0,0,76.97.231.80,1,0,0,7,1,0,6,WOW64,.242335265777778,5.66666666666667,5,6,6,4,7,6,4,4.66666666666667,5,3,6,R_2mmhdx2rPBmSN7u,7,7,7,7,7,1366x768,1,1,1,1,1,0,12/1/2011,493,0:15:13,4.8,5,4,5,6,4,even though i only read for 3 minutes it covered alot of places in Australia and also information about those places,some of the questions seemed weird, ,5.185, ,60.627, ,60.63,6.5,6,7,7,6,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",6,6,5,7,1990,1,1,2,2,1,1,2,2,1
6,6,6,6,4,5,3,4,5,4,3,18,2.16666666666667,1,1,4,1,2,4,6,7,6,5,6,Chrome,0,0,15.0.874.121, ,2,6,6,6,4,3,4, ,5,7,6,7,6,6,6.4,8,4.66666666666667,7,3,6,4,5,3,60.778,.5530556,6.75,6,7,7,7,3,6,7,6,6.33333333333333,12/1/2011,11.1.102,6,15,7,2,6,0,4,5,4,5,4.5,0,0,150.108.232.72,1,0,0,1,3,0,4,WOW64,.492335265777778,5,4,5,6,6,4,5,2,6,6,6,6,R_5d2t2NE3jvLEfDC,7,7,7,7,7,1366x768,1,1,1,1,1,0,12/1/2011,488,0:33:11,5.4,4,5,6,5,7,It was good.  I was just not interested in the topic., , ,3.915, ,64.678, ,64.693,5.5,6,6,5,5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",5,5,5,5,1993,1,1,2,2,1,1,2,2,1
5.33333333333333,5,5,6,4.66666666666667,6,4,5,4,4,5,21,3.66666666666667,5,3,3,3,4,4,4.75,5,5,4,5,Firefox,0,0,3.6.24, ,2,4,5,4,4,3,5, ,4,6,6,7,7,7,6.6,30,4.66666666666667,5,4,5,4,5,5,64.808,.27222222,6.5,6,7,6,7,3,7,7,7,7,11/30/2011,10.3.181,10,7,15,6,5,0,4,5,3,3,3.75,0,0,24.144.169.225,0,0,0,1,1,0,15,Windows NT 6.0,.547890821333333,4.33333333333333,5,4,5,5,3,4,1,3,3,3,3,R_brAAkL2Y5CVbmQY,7,7,6,7,6.75,1280x800,1,1,1,1,1,1,11/30/2011,469,0:16:20,5.2,4,6,6,6,4,I didn't really see how the book was interactive.  The only things there were to click on where to get to the next page., , ,6.516, ,71.319, ,71.324,6.5,7,7,6,6,Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.2.24) Gecko/20111103 Firefox/3.6.24 ( .NET CLR 3.5.30729),6,6,6,6,1990,1,1,2,2,1,1,2,2,1
3.66666666666667,5,3,3,4.33333333333333,5,4,5,5,4,3,20,4.16666666666667,5,4,4,4,4,4,5,5,5,5,5,MSIE,0,0,9,2, ,4,4,5,4,4,5,2,4.2,5,6,5,5,4,5,12,3.5,4,3,3,4,4,3,65.435,.20638889,4.75,5,4,5,5,3,6,6,6,6,11/30/2011,10.3.183.5,1.3,20,2,1,5,1,5,5,4,4,4.5,0,0,24.167.149.0,1,1,1,3,2,0,10,Windows NT 6.1,-.202109178666667,4.66666666666667,4,5,5,5,4,5,2.5,5,5,5,5,R_3r5ZDAwXXmw6fqc,6,6,6,6,6,1366x768,3,3,3,3,3,1,11/30/2011,147,0:12:22,4.8,4,5,5,5,5,very fun,kind of weird questions,2.47, ,67.904, ,67.905, ,5,5,5,5,5,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),4.33333333333333,5,4,4,1991,1,1,2,2,1,1,2,2,1
7,7,7,7,7,7,7,7,7,7,7,22,3.16666666666667,3,3,4,3,3,3,6,6,6,6,6,Firefox,0,0,8.0.1, ,2,5,4,5,5,3,4, ,4.4,6,5,2,6,6,5,15,3.66666666666667,4,3,4,4,4,3,74.121,.21583334,6,6,6,6,6,3,6,7,7,6.66666666666667,11/29/2011,11.1.102,10,14,5,3,5,0,3,4,3,4,3.5,0,0,68.82.217.43,1,1,1,1,1,0,3,rv:8.0.1,.214557488,5.33333333333333,5,5,5,5,6,6,1,6,6,6,6,R_eQYyKANFBblbDF2,7,7,7,7,7,1280x720,1,1,1,1,1,1,11/29/2011,406,0:12:56,5.4,5,6,6,5,5,its okay to read,it's interesting, ,2.36, ,76.479, ,76.481,6.25,6,7,6,6,Mozilla/5.0 (Windows NT 6.0; rv:8.0.1) Gecko/20100101 Firefox/8.0.1,4,4,2,6,1989,1,1,2,2,1,1,2,2,1
5.66666666666667,6,6,5,4.66666666666667,5,5,5,5,5,3,21,4.33333333333333,5,4,4,4,5,4,6,6,6,6,6,MSIE,0,0,9,2, ,4,5,4,3,5,3,2,4.2,6,7,7,4,7,6.2,24,4.33333333333333,4,4,5,4,4,5,85.249,.1975,7,7,7,7,7,3,3,4,4,3.66666666666667,12/2/2011,11.1.102.55,3,28,5,5,6,1,4,6,4,4,4.5,0,0,98.21.199.12,1,0,0,4,4,0,0,Windows NT 6.1,.297890821333333,5,5,5,6,5,5,4,4,5,5,5,5,R_6Yz1pCqAaQLJkRS,6,6,6,6,6,1024x768,1,1,1,1,1,1,12/2/2011,276,0:11:50,6.6,6,6,7,7,7,"useful information, informative, good reading", ,5.549, ,90.797, ,90.798, ,4.75,4,5,5,5,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BRI/1; MAEM; AskTbARS/5.11.4.15711; .NET4.0C),6,6,6,6,1990,1,1,2,2,1,1,2,2,1
5,5,5,5,4,4,5,4,4,4,3,21,3.33333333333333,4,3,3,2,5,3,5.5,5,5,6,6, ,0,0, , ,2,4,5,6,5,5,6, ,5,6,7,2,6,7,5.6,40,4,5,2,6,4,5,2,88.563,.2827778,7,7,7,7,7,3,7,7,7,7,11/28/2011, ,3,10,3,3,5,0,3,5,2,3,3.25,1,1,24.14.57.23, ,1,1,2,4,0,5, ,.714557488,5.16666666666667,5,6,5,6,6,3,3,5.66666666666667,5,6,6,R_b1TMt0amNHMobzu,6,6,6,5,5.75, ,2,2,2,1,3,0,11/28/2011,353,0:16:58,5.8,6,7,5,6,5,i thought that it was pretty short. but it seemed pretty interesting and informative.,nope, ,5.617, ,94.176, ,94.18,6.25,6,7,6,6, ,5.33333333333333,5,6,5,1990,1,1,2,2,1,1,2,2,1
6,6,5,7,5.16666666666667,5,4,4,6,5,7,21,3.33333333333333,2,2,4,5,3,4,6,7,4,6,7, ,0,0, ,2, ,4,5,4,6,5,5,2,4.8,6,7,6,5,6,6,20,5.16666666666667,5,6,4,6,6,4,91.995,.20722222,6,6,5,7,6,3,5,7,6,6,11/29/2011, ,2,20,6,6,5,1,1,3,2,3,2.25,0,0,75.67.150.94, ,0,0,7,6,0,20, ,.714557488,5.66666666666667,6,7,5,4,5,7,6.5,5.66666666666667,6,5,6,R_2mB2C65FU2YQXvm,7,5,6,7,6.25, ,1.75,2,1,1,3,1,11/29/2011,131,0:12:25,6.6,7,7,7,5,7,It was interesting., ,2.744, ,94.736, ,94.739, ,6,6,7,6,5, ,5,4,6,5,1990,1,1,2,2,1,1,2,2,1
4,4,4,4,4.16666666666667,5,4,4,4,4,4,21,3.5,4,1,4,4,4,4,4.5,4,5,4,5,MSIE,0,0,9,2, ,4,2,3,5,3,3,2,3.4,7,7,7,6,6,6.6,45,4.16666666666667,5,3,5,4,4,4,93.549,.35444444,7,7,7,7,7,3,3,7,7,5.66666666666667,12/1/2011,10.3.181.16,3,20,8,2,3,1,4,6,4,4,4.5,0,0,98.166.81.47,1,0,0,4,4,0,7,Windows NT 6.1,.659001932444444,4,4,4,4,4,4,4,4,6,6,6,6,R_0cBDq1o05UYIIaE,7,7,7,7,7,1024x600,1,1,1,1,1,1,12/1/2011,207,0:21:15,6.2,3,7,7,7,7,It was informative,No,2.363, ,95.908, ,95.912, ,6,6,6,6,6,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),6,6,6,6,1990,1,1,2,2,1,1,2,2,1
5.66666666666667,5,6,6,5.33333333333333,5,4,6,5,6,6,22,4.83333333333333,5,5,4,4,6,5,5.25,5,5,6,5,Safari,1,0,4,1, ,5,6,5,6,5,6,2,5.4,6,5,5,5,5,5.2,8,5,6,4,6,5,5,4,110.389,.55333334,6.5,6,6,7,7,3,4,5,5,4.66666666666667,12/1/2011,11.0.1,3,8,4,3,6,1,2,4,4,5,3.75,0,0,107.28.119.188,0,1,1,1,3,0,0,Android 2.2,.297890821333333,5.16666666666667,4,5,5,6,4,7,2,4.33333333333333,4,4,5,R_6mOg5qFBfiRqGYQ,6,5,5,5,5.25,800x1183,2.25,3,2,2,2,0,12/1/2011,254,0:33:11,5.2,6,6,3,6,5,It's a great book.,No.,6.048, ,6.048, ,116.437, ,5,5,5,5,5,"Mozilla/5.0 (Linux; U; Android 2.2; en-us; PC36100 Build/FRF91) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",5.33333333333333,5,6,5,1989,1,1,2,2,1,1,2,2,1
6,6,6,6,5.16666666666667,6,4,5,5,6,5,23,4.66666666666667,6,4,4,4,5,5,5.5,6,5,5,6,Firefox,0,0,7.0.1, ,2,2,2,2,6,2,2, ,2.8,6,6,6,6,6,6,30,3.66666666666667,6,2,4,3,4,3,115.423,.23833333,6.75,7,7,7,6,3,3,6,6,5,12/2/2011,11.1.102,2,11,3,6,2,0,4,4,4,4,4,0,0,67.162.214.220,1,0,0,3,3,0,3,rv:7.0.1,-.0632202897777779,5.33333333333333,6,5,5,5,5,6,3,5.33333333333333,6,6,4,R_eS9L3mlrHY2ymMs,6,6,6,6,6,1024x768,1,1,1,1,1,0,12/2/2011,552,0:14:18,6,6,6,6,6,6,Nothing to say,nope, ,4.314, ,119.725, ,119.737,5.5,6,5,5,6,Mozilla/5.0 (Windows NT 6.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,5,6,5,4,1988,1,1,2,2,1,1,2,2,1
4.33333333333333,5,5,3,4.83333333333333,5,5,6,5,4,4,19,3.66666666666667,4,3,3,3,5,4,4.5,5,5,4,4,Safari,1,0,5.1.1,2, ,4,4,5,4,5,5,2,4.4,7,7,7,6,3,6,16,3.66666666666667,4,5,4,3,3,3,135.372,.32,6.75,7,7,6,7,3,7,7,7,7,12/1/2011,11.1.102,8,6,25,6,5,1,5,7,3,3,4.5,0,0,152.65.34.136,1,1,1,1,4,0,4,Intel Mac OS X 10_6_8,.242335265777778,4.66666666666667,5,6,6,5,3,3,2.5,6,6,7,5,R_9FaqmvWOKiDFYzi,6,7,5,4,5.5,1440x900,1.25,1,1,1,2,0,12/1/2011,236,0:19:11,5.2,5,5,5,5,6,I liked the way the language flowed.,No comments about the study.,11.782, ,147.152, ,147.154, ,6,7,6,6,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22",5.33333333333333,5,5,6,1992,1,1,2,2,1,1,2,2,1
4.33333333333333,3,5,5,3.83333333333333,4,3,4,4,4,4,23,4.16666666666667,4,4,3,4,5,5,4,4,4,4,4,Firefox,0,0,8,2, ,3,3,4,4,4,4,2,3.6,6,6,5,6,2,5,40,4.33333333333333,6,4,5,4,4,3,155.417,.7297222,7,7,7,7,7,4,6,7,7,6.66666666666667,11/29/2011,11.0.1,1,30,3,2,3,1,4,4,5,4,4.25,0,0,71.198.170.15,1,0,0,2,2,0,4,WOW64,.103446376888889,4.5,4,5,4,4,5,5,2,6,6,6,6,R_erjjVbdH02ghd88,6,6,6,6,6,1920x1080,1,1,1,1,1,0,11/28/2011,75,0:43:46,5.2,6,6,6,6,2,The pictures and layout weren't the best quality., ,4.584, ,159.998, ,160.001, ,5,5,5,5,5,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,4.66666666666667,4,6,4,1988,1,1,2,2,1,1,2,2,1
5.66666666666667,5,5,7,5.66666666666667,6,5,6,6,5,6,19,5.66666666666667,5,5,7,5,6,6,5.5,6,5,6,5,Safari,1,0,5.1.1,2, ,6,6,5,2,7,4,2,5.2,7,7,7,4,5,6,9,3.33333333333333,4,3,3,2,4,4,156.438,.59444445,7,7,7,7,7,3,7,7,7,7,12/1/2011,11.0.1,5,5,15,3,6,1,4,6,2,3,3.75,0,0,66.99.9.120,1,0,0,2,2,0,0,Intel Mac OS X 10_6_8,.659001932444444,5,6,5,4,6,4,5,2,6,7,6,5,R_9NZuXWz7ZYlEKMY,7,7,7,7,7,1280x800,1,1,1,1,1,0,12/1/2011,212,0:35:39,6.8,7,7,7,6,7,"I thought the digital book was very interactive and did well to integrate the pictures with the text. For example, when the text described a particular place in Australia I could simply hover my cursor over the name of the place and a picture would appear of that place enhancing the description from the text. This integration improved my understanding of the text and enhanced its credibility. As to digital books in general, I think they are an effective tool to integrate pictures and text more effectively than print books and have far more convenient and intuitive tools. For example, I have e-reading software on my computer and I've bought a couple of digital books from Amazon. While I was reading one of them I came across a word I didn't know. All I had to do was right click on the word and the definition for it appeared making it far easier to learn the word and understand the text as opposed to being forced to pull out a dictionary and flip through the pages to find the definition or open up my web browser and search an online dictionary. In this respect I think e-books are more effective than print books. In addition, the cost of e-books should be significantly lower than print books due to the fact the book no longer has to be type-set, run through a printer, stored in warehouses, and then finally shipped to customers. It is for that reason that I won't pay much more than $4 for an e-book in general.",No I don't have any comments about the study.,5.192, ,161.628, ,161.63, ,6.5,6,7,7,6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22",5.66666666666667,6,6,5,1992,1,1,2,2,1,1,2,2,1
6.33333333333333,6,6,7,5,5,4,5,6,5,5,18,3.33333333333333,3,4,4,4,3,2,5.5,5,5,6,6,Safari iPhone,1,1,5.0.2, ,1,4,7,6,6,5,5, ,5.6,5,5,5,6,5,5.2,6,3.5,3,3,4,5,4,2,156.45,.5316667,7,7,7,7,7,3,7,7,7,7,12/1/2011,-1,4,16,8,3,6,0,4,4,5,5,4.5,1,1,75.37.79.13,0,1,1,2,2,0,8,CPU iPhone OS 4_2_1 like Mac OS X,-.0076647342222224,5.16666666666667,5,6,5,5,6,4,2,6,6,7,5,R_0oXcEgqOX6ouPY0,7,7,6,7,6.75,320x480,1.25,1,1,1,2,0,12/1/2011,522,0:31:53,4.8,6,6,5,2,5,Digital books are a great thing and if you can not find a book in a store then you can easily get it online. The only thing I do not like about digital books is the price of them. when paying money for a book I get to keep the book forever and anyone can read it but a digital book can't be read by friends and family unless I let them use my iPad. Generally I would expect to pay 7-10 but I think there worth around 5 not alot of people pay more then 5 these days.,It was a good survey good luck getting you doctoral degree., ,7.066, ,7.066, ,163.516,6.5,7,7,6,6,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5",5.33333333333333,5,5,6,1993,1,1,2,2,1,1,2,2,1
5,5,6,4,6,7,5,6,6,6,6,23,5.66666666666667,6,6,5,5,6,6,6,6,6,6,6,MSIE,0,0,8,3, ,4,6,5,5,6,5,2,5.2,6,5,5,5,4,5,50,5,5,5,5,5,5,5,169.266,.29166666,6.5,7,7,6,6,4,2,4,4,3.33333333333333,11/28/2011,11.1.102.55,3,10,5,4,6,1,4,6,4,4,4.5,0,0,70.177.208.175,1,0,0,3,2,0,10,Windows NT 6.1,.381224154666666,5.66666666666667,6,6,6,5,5,6,2.5,6.66666666666667,7,7,6,R_0JQLeLJWajsRaHq,6,7,7,7,6.75,1280x720,3,3,3,4,2,1,11/28/2011,27,0:17:30,5.6,5,6,6,6,5,It is good to provide quick simple facts and to use as a reference for quick basic information,no,6.751, ,176.016, ,176.017, ,6,6,6,6,6,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDC; .NET4.0C),4,4,5,3,1988,1,1,2,2,1,1,2,2,1
2.33333333333333,2,2,3,3.33333333333333,5,3,3,4,4,1,23,2.5,1,2,3,3,4,2,7,7,7,7,7,Firefox,0,0,8, ,2,4,2,2,3,3,4, ,2.8,7,6,7,5,4,5.8,40,3.66666666666667,4,3,5,4,4,2,194.884,.5427778,7,7,7,7,7,4,2,7,6,5,12/1/2011,11.1.102,3,30,3,3,4,0,1,2,3,3,2.25,0,0,98.245.170.204,1,0,0,2,1,0,0,rv:8.0,.242335265777778,5.33333333333333,4,5,6,5,5,7,1.5,6,5,6,7,R_5A3zsb0QgzJfXRG,7,7,7,7,7,1280x800,1,1,1,1,1,1,12/1/2011,507,0:32:33,6.6,6,7,7,6,7,"It was like a website. Not too different from informational websites...to me, at least.",Good study., ,4.116, ,198.995999999999, ,199,5.25,5,5,6,5,Mozilla/5.0 (Windows NT 6.0; rv:8.0) Gecko/20100101 Firefox/8.0,5,6,6,3,1988,1,1,2,2,1,1,2,2,1
7,7,7,7,7,7,7,7,7,7,7,23,6.33333333333333,7,7,7,5,7,5,7,7,7,7,7,MSIE,0,0,8,2, ,5,6,4,7,4,4,2,5.2,7,7,7,5,7,6.6,12,7,7,7,7,7,7,7,217.719,.35555556,7,7,7,7,7,3,7,7,7,7,12/1/2011,11.0.1.152,1,4,4,6,6,1,3,4,1,2,2.5,0,0,66.8.144.117,1,0,0,1,1,0,30,Windows NT 5.1,1.214557488,6.5,7,7,6,6,6,7,1,7,7,7,7,R_2t8cTUSvxNKI27a,7,7,7,7,7,1024x600,1,1,1,1,1,1,12/1/2011,201,0:21:19,6.6,5,7,7,7,7,it  was good.,it was good.,6.328, ,224.047, ,224.047, ,7,7,7,7,7,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; AskTbORJ/5.13.1.18107),7,7,7,7,1988,1,1,2,2,1,1,2,2,1
5,5,5,5,3.33333333333333,5,3,3,3,3,3,24,5,7,7,4,4,4,4,7,7,7,7,7, ,0,0, ,2, ,7,1,7,6,7,2,2,5.6,7,7,7,7,7,7,1,7,7,7,7,7,7,7,223.863,.67833334,7,7,7,7,7,3,6,6,6,6,12/1/2011, ,1,32,3,6,5,1,2,6,1,1,2.5,0,0,76.168.237.5, ,0,0,3,3,0,12, ,.936779710222222,6,6,6,6,6,6,6,3,5,5,5,5,R_24smrvkaRZdM9Ao,7,7,7,7,7, ,1,1,1,1,1,1,12/1/2011,187,0:40:42,7,7,7,7,7,7,"it was alright,nothing new",none,3.538, ,227.396, ,227.401, ,6,6,6,6,6, ,7,7,7,7,1987,1,1,2,2,1,1,2,2,1
6,6,6,6,6,6,6,6,6,6,6,23,4,4,4,4,4,4,4,6,6,6,6,6,Safari iPhone,1,1,4, ,6,6,6,7,6,7,6, ,6.4,6,6,7,6,6,6.2,10,4,4,4,4,4,4,4,259.756,.4586111,6,6,6,6,6,3,6,7,7,6.66666666666667,12/2/2011,-1,10,12,10,4,7,0,1,1,1,1,1,1,1,184.56.36.50,0,0,0,1,1,0,0,CPU iPhone OS 3_1_3 like Mac OS X,.936779710222222,4,4,4,4,4,4,4,1,5,5,5,5,R_081RT1SOxQtFHgg,6,6,6,6,6,320x396,1,1,1,1,1,1,12/2/2011,569,0:27:30,5.8,4,6,6,6,7,Easy to read,Good, ,7.57, ,266.329, ,267.326,6,6,6,6,6,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1_3 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7E18 Safari/528.16",5,7,1,7,1988,1,1,2,2,1,1,2,2,1
2,1,1,4,3.83333333333333,5,2,3,4,3,6,19,1.33333333333333,1,1,1,1,3,1,3.5,3,4,3,4,Chrome,0,0,15.0.874.121,2, ,5,5,6,1,3,3,2,4,7,7,7,7,5,6.6,36,4.83333333333333,5,5,6,5,5,3,262.385,.46,6.25,6,7,6,6,3,3,7,6,5.33333333333333,11/30/2011,11.1.102,3,3,15,1,6,1,2,6,4,5,4.25,0,0,66.254.251.101,1,0,0,5,5,0,6,WOW64,.214557488,3,4,2,4,4,1,3,5,7,7,7,7,R_eqxcpschpd72gtu,7,7,7,7,7,1366x768,3,7,2,2,1,1,11/30/2011,176,0:27:35,5.8,6,6,6,4,7,"Digital books are a travesty. Their very existence brings me pain and sorrow. ...For the purposes of practicality, though, it was nice. The tone of the writing was somewhat annoying, though... It was very much LOOK THIS IS SO EXCITING BE EXCITED AUSTRALIA IS SO COOL EXCITING AWESOME. I think what threw me the most was the description of Sydney as sexy. (and.. I mean... If I'm traveling to Australia for the sexiness of their most talked about city, I'd still rather have hard evidence. Where are all the clubs?)",Bagels.,2.699, ,265.081, ,265.084, ,2.75,5,3,2,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",6.66666666666667,7,6,7,1992,1,1,2,2,1,1,2,2,1
